time,voltage,current,power,energy_kwh,temperature,humidity,power_factor,frequency,energy_delta
2025-12-06 22:00:00+00:00,212.578345625,0.16855875,18.558387291666666,0.5772291666666666,32.46017166666667,63.108826875,0.5182683333333333,50.11971645833333,0.0133791666666666
2025-12-06 23:00:00+00:00,214.33280869565215,0.1682784782608695,18.53236347826087,0.595891304347826,32.44716760869565,63.64542847826088,0.5140619565217391,50.05440195652174,0.0186621376811594
2025-12-07 00:00:00+00:00,216.3178617021277,0.1677497872340425,18.57015680851064,0.6144255319148936,32.449831276595745,64.0957444680851,0.5120606382978723,50.06795765957448,0.0185342275670675
2025-12-07 01:00:00+00:00,215.05590479166665,0.1807310416666666,22.971082916666663,0.6340416666666667,32.43705875,65.04687479166667,0.5836708333333334,50.010782291666665,0.0196161347517731
2025-12-07 02:00:00+00:00,213.3560634042553,0.6773974468085107,131.14792765957446,0.6942978723404255,32.60089744680851,65.96024617021277,0.7840740425531916,50.081392553191485,0.0602562056737587
2025-12-07 03:00:00+00:00,213.63956166666668,0.5314355555555555,99.53232861111113,0.8235833333333333,33.45545555555556,65.99524833333334,0.8414288888888889,50.07210055555556,0.1292854609929078
2025-12-07 04:00:00+00:00,213.63956166666668,0.5314355555555555,99.53232861111113,0.8235833333333333,33.45545555555556,65.99524833333334,0.8414288888888889,50.07210055555556,0.0
2025-12-07 05:00:00+00:00,213.63956166666668,0.5314355555555555,99.53232861111113,0.8235833333333333,33.45545555555556,65.99524833333334,0.8414288888888889,50.07210055555556,0.0
2025-12-07 06:00:00+00:00,213.63956166666668,0.5314355555555555,99.53232861111113,0.8235833333333333,33.45545555555556,65.99524833333334,0.8414288888888889,50.07210055555556,0.0
2025-12-07 07:00:00+00:00,213.63956166666668,0.5314355555555555,99.53232861111113,0.8235833333333333,33.45545555555556,65.99524833333334,0.8414288888888889,50.07210055555556,0.0
2025-12-07 08:00:00+00:00,213.63956166666668,0.5314355555555555,99.53232861111113,0.8235833333333333,33.45545555555556,65.99524833333334,0.8414288888888889,50.07210055555556,0.0
2025-12-07 09:00:00+00:00,213.63956166666668,0.5314355555555555,99.53232861111113,0.8235833333333333,33.45545555555556,65.99524833333334,0.8414288888888889,50.07210055555556,0.0
2025-12-07 10:00:00+00:00,213.63956166666668,0.5314355555555555,99.53232861111113,0.8235833333333333,33.45545555555556,65.99524833333334,0.8414288888888889,50.07210055555556,0.0
2025-12-07 11:00:00+00:00,213.63956166666668,0.5314355555555555,99.53232861111113,0.8235833333333333,33.45545555555556,65.99524833333334,0.8414288888888889,50.07210055555556,0.0
2025-12-07 12:00:00+00:00,213.63956166666668,0.5314355555555555,99.53232861111113,0.8235833333333333,33.45545555555556,65.99524833333334,0.8414288888888889,50.07210055555556,0.0
2025-12-07 13:00:00+00:00,213.63956166666668,0.5314355555555555,99.53232861111113,0.8235833333333333,33.45545555555556,65.99524833333334,0.8414288888888889,50.07210055555556,0.0
2025-12-07 14:00:00+00:00,213.63956166666668,0.5314355555555555,99.53232861111113,0.8235833333333333,33.45545555555556,65.99524833333334,0.8414288888888889,50.07210055555556,0.0
2025-12-07 15:00:00+00:00,210.52166085714285,0.4397339999999999,76.49481085714287,1.3702571428571428,32.40428457142857,68.28721885714285,0.6940825714285714,50.12261142857143,0.5466738095238095
2025-12-07 16:00:00+00:00,211.99152531914893,0.4528185106382978,81.42881829787234,1.4618723404255318,32.45212382978723,64.69521999999999,0.8065010638297871,50.17683872340425,0.0916151975683889
2025-12-07 17:00:00+00:00,211.10485340425527,0.2193340425531915,33.26747595744681,1.507936170212766,32.467291276595745,63.708006595744685,0.7179572340425533,50.16284425531914,0.0460638297872342
2025-12-07 18:00:00+00:00,212.8330980851064,0.2510774468085106,38.35118127659575,1.542659574468085,32.45370702127659,62.98627489361703,0.7170546808510637,50.16098638297872,0.034723404255319
2025-12-07 19:00:00+00:00,213.69877510638295,0.2440004255319148,36.62679063829787,1.581659574468085,32.45174893617021,62.375848936170215,0.7019123404255319,50.13651085106383,0.0389999999999999
2025-12-07 20:00:00+00:00,213.45753489361704,0.2233982978723404,33.000281489361704,1.6160425531914897,32.45381,62.14165723404256,0.6913327659574469,50.11722936170212,0.0343829787234044
2025-12-07 21:00:00+00:00,210.3664622916667,0.2238904166666666,33.033854166666664,1.64875,32.438760208333335,61.60526333333333,0.700729375,50.01543833333333,0.0327074468085104
2025-12-07 22:00:00+00:00,213.37684851063835,0.22039,32.81321361702128,1.682127659574468,32.44714510638298,61.59882404255319,0.6971759574468084,50.014983829787234,0.0333776595744681
2025-12-07 23:00:00+00:00,216.5242655319149,0.2190689361702127,33.048527446808514,1.7149574468085105,32.45679446808511,61.805431063829786,0.6963221276595745,50.035981063829794,0.0328297872340423
2025-12-08 00:00:00+00:00,217.8339622916667,0.220436875,33.33941875,1.7483541666666669,32.43878958333333,62.631578958333336,0.693640625,49.98749541666667,0.0333967198581564
2025-12-08 01:00:00+00:00,220.76313042553195,0.147648085106383,13.241965531914897,1.7718723404255317,32.44683531914894,63.48320276595744,0.4038768085106383,50.04659872340426,0.0235181737588647
2025-12-08 02:00:00+00:00,221.0594344680851,0.1458580851063829,12.737457872340428,1.7845319148936172,32.45669170212766,64.1156214893617,0.3950874468085106,50.0402140425532,0.0126595744680855
2025-12-08 03:00:00+00:00,220.48030914893616,0.1453587234042553,12.724957234042554,1.7973191489361704,32.447757872340425,64.8843785106383,0.3969976595744681,49.97127638297872,0.0127872340425532
